      2 ?        S      0:00 [kthreadd]
     17 ?        I      0:00  \_ [kworker/0:1-events]
     18 ?        S      0:00  \_ [cpuhp/0]
     19 ?        S      0:00  \_ [cpuhp/1]
     20 ?        S      0:00  \_ [idle_inject/1]
     21 ?        S      0:00  \_ [migration/1]
     22 ?        S      0:00  \_ [ksoftirqd/1]
     24 ?        I<     0:00  \_ [kworker/1:0H-events_highpri]
     25 ?        S      0:00  \_ [cpuhp/2]
     26 ?        S      0:00  \_ [idle_inject/2]
     27 ?        S      0:00  \_ [migration/2]
     28 ?        S      0:00  \_ [ksoftirqd/2]
     30 ?        I<     0:00  \_ [kworker/2:0H-events_highpri]
     31 ?        S      0:00  \_ [cpuhp/3]
     32 ?        S      0:00  \_ [idle_inject/3]
     33 ?        S      0:00  \_ [migration/3]
     34 ?        S      0:00  \_ [ksoftirqd/3]
     36 ?        I<     0:00  \_ [kworker/3:0H-events_highpri]
     37 ?        S      0:00  \_ [cpuhp/4]
     38 ?        S      0:00  \_ [idle_inject/4]
     39 ?        S      0:00  \_ [migration/4]
     40 ?        S      0:00  \_ [ksoftirqd/4]
     42 ?        I<     0:00  \_ [kworker/4:0H-events_highpri]
     43 ?        S      0:00  \_ [cpuhp/5]
     44 ?        S      0:00  \_ [idle_inject/5]
     45 ?        S      0:00  \_ [migration/5]
     46 ?        S      0:00  \_ [ksoftirqd/5]
     48 ?        I<     0:00  \_ [kworker/5:0H-events_highpri]
     49 ?        S      0:00  \_ [cpuhp/6]
     50 ?        S      0:00  \_ [idle_inject/6]
     51 ?        S      0:00  \_ [migration/6]
     52 ?        S      0:00  \_ [ksoftirqd/6]
     54 ?        I<     0:00  \_ [kworker/6:0H-events_highpri]
     55 ?        S      0:00  \_ [cpuhp/7]
